State,AgeGroup,Income,SavingsRate,Savings,PLI,Food,Transport,Housing,Health,Subscription,Restaurants,Clothing,Fitness,Others
Pulau Pinang,50-54,5235.11,0.1534,803.23,2250,702.55,366.15,1314.73,129.45,347.95,884.96,136.83,99.67,449.57
Pulau Pinang,30-34,6777.97,0.1886,1278.39,2250,542.9,584.84,1880.73,154.78,224.82,615.78,176.64,221.1,1097.98
Terengganu,25-29,6373.96,0.1978,1261.02,2751,1033.21,540.77,1088.26,143.36,430.67,1037.27,173.96,150.62,514.83
W.P. Putrajaya,50-54,5194.85,0.1971,1023.74,2450,710.44,44.05,2049.3,125.32,308.74,494.36,114.61,96.81,227.48
W.P. Labuan,35-39,3981.98,0.1906,758.9,2816,838.89,332.58,1003.68,59.13,280.35,373.39,79.62,46.49,208.96
Melaka,35-39,7358.32,0.1953,1437.17,2670,659.43,1047.52,1456.67,245.62,258.33,453.75,253.43,376.76,1169.63
Pulau Pinang,20-24,4197.01,0.1448,607.62,2250,541.95,291.19,1009.24,94.75,277.9,767.35,109.7,92.01,405.3
Perak,20-24,3186.29,0.1935,616.67,2297,749.62,266.63,609.16,81.68,174.31,326.97,98.41,42.89,219.95
Kedah,45-49,6812.51,0.1932,1316.45,2627,908.97,994.83,1428.79,169.34,247.27,383.87,256.22,186.83,919.93
W.P. Putrajaya,25-29,4546.28,0.1166,530.1,2450,506.1,55.61,1582.33,108.02,428.38,682.57,131.68,145.69,375.78
Sabah,55-59,4417.26,0.1527,674.61,2742,1015.8,426.83,1198.77,75.1,253.05,364.58,110.54,36.58,261.4
Pahang,35-39,8161.18,0.1955,1595.42,2480,938.25,964.75,1838.98,202.59,328.49,511.4,203.36,327.6,1250.33
Johor,40-44,6785.28,0.1934,1312.26,2589,654.71,796.89,1633.95,213.37,238.8,405.73,160.27,238.66,1130.63
Kelantan,20-24,4447.97,0.1665,740.73,2271,957.41,460.41,753.29,60.54,282.29,670.08,111.09,59.78,352.36
Melaka,40-44,3759.61,0.1906,716.5,2670,749.92,411.62,644.19,121.24,211.61,376.72,151.09,91.4,285.31
Terengganu,25-29,4610.21,0.1676,772.66,2751,901.17,409.14,794.96,113.09,314.34,711.31,158.53,81.42,353.59
Negeri Sembilan,55-59,4423.24,0.1489,658.52,2402,788.69,438.58,902.25,127.28,346.57,509.22,112.78,140.9,398.45
Melaka,35-39,5370.39,0.161,864.74,2670,749.43,617.77,947.09,173.7,384.55,722.53,196.36,210.55,503.68
Sabah,40-44,2868.89,0.0736,211.08,2742,826.36,262.22,911.11,57.6,152.15,209.85,70.1,19.95,148.46
Pahang,50-54,4008.0,0.1441,577.61,2480,910.75,398.35,794.6,98.81,277.66,458.71,114.7,79.61,297.2
Perlis,20-24,6281.75,0.1921,1206.82,2140,1024.92,663.46,1107.0,128.5,523.89,817.86,126.95,145.41,536.94
Johor,45-49,6096.98,0.1876,1143.7,2589,577.53,716.42,1585.78,187.16,207.71,363.86,141.65,214.6,958.58
Pahang,60-64,2918.6,0.0937,273.35,2480,851.86,268.37,650.9,81.35,182.26,303.93,83.16,46.65,176.76
Pahang,40-44,4309.53,0.1573,677.74,2480,720.53,439.3,863.97,107.83,365.46,548.85,114.66,131.2,340.0
W.P. Putrajaya,55-59,8358.71,0.176,1471.48,2450,592.37,89.45,2702.02,185.49,785.99,1259.35,173.14,408.13,691.28
Melaka,55-59,4266.48,0.1473,628.63,2670,1085.74,399.06,969.94,164.93,211.68,376.1,144.83,71.61,213.96
Terengganu,15-19,4083.95,0.1523,622.07,2751,822.71,340.27,732.99,93.3,270.36,652.52,141.3,78.69,329.73
Johor,40-44,3835.92,0.1438,551.52,2589,750.09,380.88,854.43,126.21,249.49,434.26,110.14,69.65,309.25
Kelantan,60-64,3215.14,0.1916,615.93,2271,800.76,328.85,535.99,40.8,169.15,409.14,76.21,30.8,207.51
Perak,50-54,7022.67,0.1974,1386.13,2297,1109.85,621.5,1343.23,184.95,485.03,924.27,170.22,170.38,627.1
Melaka,60-64,4303.3,0.1462,629.24,2670,921.15,504.68,773.65,147.68,247.87,461.27,183.51,103.76,330.5
W.P. Labuan,50-54,4741.79,0.1436,681.07,2816,1096.59,397.51,1307.03,68.88,347.97,425.81,100.76,57.8,258.37
W.P. Labuan,50-54,5309.99,0.1503,797.95,2816,1065.64,434.75,1538.43,81.59,424.89,484.98,107.38,69.2,305.19
Perak,55-59,3465.25,0.1989,689.27,2297,856.46,289.49,681.13,88.75,174.22,330.64,102.77,41.21,211.31
Terengganu,25-29,4604.71,0.1648,758.99,2751,901.0,377.26,838.94,102.28,297.31,727.96,160.98,83.32,356.68
Kelantan,45-49,5334.97,0.181,965.72,2271,1089.02,526.14,912.14,73.7,333.2,799.68,129.05,67.68,438.64
Sarawak,55-59,7660.83,0.1934,1481.76,2618,1278.49,749.8,1719.51,161.97,510.62,727.77,158.79,223.18,648.93
W.P. Kuala Lumpur,60-64,4629.07,0.1959,906.96,2816,599.58,373.91,1321.59,84.79,240.46,639.24,70.05,79.91,312.58
Sabah,30-34,2509.77,0.04,100.48,2742,837.71,197.47,873.4,51.73,111.05,161.7,58.3,15.57,102.37
W.P. Labuan,35-39,2974.27,0.0652,193.8,2816,893.91,197.65,1080.02,49.67,175.26,202.25,53.92,23.96,103.81
W.P. Putrajaya,50-54,4400.57,0.1038,456.71,2450,669.99,43.02,1961.36,113.48,305.41,443.21,106.95,90.34,210.11
Pulau Pinang,35-39,5710.21,0.1697,969.27,2250,540.94,406.74,1386.78,132.01,395.47,1048.15,125.64,157.92,547.28
Sarawak,20-24,4581.44,0.1548,709.4,2618,844.45,448.17,1084.7,108.21,322.81,474.93,116.51,124.62,347.63
Kelantan,50-54,5104.06,0.1775,906.1,2271,1063.6,486.04,882.58,64.27,331.51,786.81,120.5,66.21,396.44
Kedah,35-39,6465.16,0.1996,1290.39,2627,868.57,929.57,1324.49,154.16,233.71,353.53,251.55,174.93,884.26
W.P. Labuan,30-34,4392.28,0.1461,641.57,2816,912.22,360.12,1235.91,69.57,353.53,416.2,86.44,57.09,259.63
W.P. Kuala Lumpur,45-49,5608.29,0.1476,827.66,2816,586.39,476.21,1710.53,111.37,329.52,902.74,79.12,121.33,463.41
Sabah,15-19,4811.71,0.1617,778.1,2742,929.35,451.46,1276.24,89.71,300.9,461.78,121.44,54.47,348.25
Kelantan,30-34,5006.59,0.1734,868.14,2271,1168.65,520.04,819.11,68.85,298.77,751.57,116.47,58.39,336.59
Terengganu,45-49,4362.94,0.1606,700.8,2751,974.18,353.83,743.77,102.79,282.06,644.45,154.66,76.37,330.02
Kelantan,25-29,4562.88,0.1641,748.94,2271,1032.95,488.35,734.8,56.69,295.88,676.39,111.93,57.22,359.74
Perlis,45-49,4961.64,0.1749,867.86,2140,939.81,554.41,887.42,104.8,366.86,631.14,117.01,87.36,404.96
Kelantan,30-34,5390.61,0.1834,988.86,2271,1066.25,531.19,973.1,72.17,344.97,808.17,120.31,83.87,401.72
Pahang,55-59,5176.48,0.1692,876.01,2480,919.37,482.2,976.01,135.18,436.87,633.05,147.18,139.23,431.39
Selangor,35-39,6011.13,0.1685,1013.02,2830,641.48,523.14,1398.9,126.51,461.36,1011.06,133.35,149.23,553.07
Sarawak,35-39,6586.35,0.1985,1307.42,2618,1065.16,612.02,1465.67,144.42,456.5,635.04,138.75,192.5,568.86
Melaka,25-29,2818.43,0.0698,196.75,2670,701.79,332.75,640.64,108.48,156.52,299.06,112.89,60.98,208.57
Perlis,60-64,4651.93,0.1689,785.85,2140,868.97,567.4,806.64,102.53,353.44,581.51,121.45,95.98,368.17
Melaka,15-19,5426.63,0.1691,917.46,2670,705.68,654.65,988.04,173.52,375.57,689.14,195.0,212.15,515.4
Melaka,60-64,2754.93,0.1284,353.68,2670,623.74,330.14,560.28,95.73,159.17,279.25,113.97,55.6,183.36
Melaka,30-34,2808.02,0.0615,172.65,2670,779.31,298.81,707.42,117.8,149.66,267.92,99.1,56.21,159.14
Perak,50-54,4095.0,0.1596,653.7,2297,912.27,345.31,804.77,114.0,263.92,492.21,131.87,60.73,316.22
Sarawak,55-59,4690.21,0.1542,723.0,2618,961.04,452.35,1108.05,108.68,297.78,443.76,119.84,108.62,367.08
Terengganu,60-64,6136.4,0.1975,1212.18,2751,924.03,529.28,1077.3,137.69,425.32,1005.1,179.15,142.81,503.53
Kedah,40-44,6396.62,0.195,1247.48,2627,876.88,921.98,1324.89,156.07,226.67,356.27,253.86,170.84,861.69
Perlis,45-49,4274.84,0.1597,682.61,2140,1332.07,380.19,881.76,106.8,210.35,361.58,87.32,39.78,192.38
Pulau Pinang,55-59,6800.19,0.1884,1280.84,2250,634.58,460.08,1586.73,148.62,472.81,1264.54,144.95,175.39,631.65
Negeri Sembilan,40-44,8259.53,0.1918,1584.27,2402,895.41,974.18,1791.59,213.4,297.69,490.59,191.56,442.03,1378.81
Terengganu,15-19,3777.45,0.1455,549.71,2751,866.03,318.29,706.39,89.14,240.53,554.06,133.73,57.77,261.79
W.P. Kuala Lumpur,50-54,4747.08,0.1971,935.82,2816,490.35,373.88,1318.16,91.44,287.7,720.94,62.88,102.76,363.14
Sarawak,25-29,7350.26,0.1978,1453.73,2618,935.76,886.66,1898.09,166.34,227.31,332.43,168.77,258.48,1022.69
Melaka,35-39,4118.62,0.146,601.14,2670,708.43,500.43,716.7,138.2,299.25,504.04,157.92,130.33,362.19
W.P. Putrajaya,25-29,5201.32,0.1973,1026.02,2450,396.26,56.8,1655.21,114.34,477.96,721.62,123.07,226.09,403.93
W.P. Kuala Lumpur,50-54,4240.72,0.1034,438.4,2816,534.79,366.28,1377.98,92.06,261.99,670.42,65.45,88.44,344.93
Pulau Pinang,50-54,3606.04,0.1912,689.5,2250,681.63,197.73,1062.58,92.33,165.71,423.66,84.78,39.37,168.75
Perlis,25-29,2678.86,0.0956,255.98,2140,811.03,291.68,568.17,65.82,155.03,272.01,70.19,30.06,158.87
Kelantan,40-44,5194.97,0.1739,903.22,2271,1054.82,515.26,879.15,67.91,335.21,843.93,115.17,76.21,404.09
Negeri Sembilan,45-49,4210.57,0.1417,596.81,2402,1174.72,314.32,1050.48,135.72,219.34,327.67,94.63,78.99,217.9
Selangor,25-29,4978.5,0.1466,729.66,2830,487.24,482.36,1195.28,105.27,392.71,894.63,114.78,146.87,429.7
Perak,40-44,4871.91,0.1682,819.53,2297,932.24,430.66,998.87,125.56,318.45,604.48,139.3,87.2,415.61
W.P. Putrajaya,50-54,4724.6,0.1133,535.5,2450,527.67,55.54,1667.32,115.83,453.81,697.94,129.77,158.73,382.49
Melaka,40-44,2978.88,0.0876,260.89,2670,809.33,294.47,746.29,116.14,155.84,267.06,111.04,58.63,159.2
Perlis,45-49,3095.46,0.1975,611.22,2140,732.56,341.49,523.47,65.15,195.69,310.42,77.79,39.16,198.51
Kedah,50-54,4065.86,0.152,618.02,2627,945.29,463.43,731.24,100.52,272.04,437.49,171.99,58.16,267.68
Sabah,25-29,3332.07,0.1976,658.43,2742,913.78,220.52,963.73,58.74,131.38,189.82,63.84,16.76,115.07
Melaka,25-29,6393.6,0.1897,1212.64,2670,594.5,937.61,1247.14,212.88,227.94,412.42,212.88,333.49,1002.11
Pulau Pinang,30-34,4632.8,0.1453,673.17,2250,520.55,345.42,1174.92,107.91,326.32,839.32,116.89,115.49,412.8
Perlis,50-54,3713.39,0.1409,523.4,2140,995.89,415.82,690.4,84.74,239.05,365.18,96.27,47.47,255.17
Kelantan,60-64,5143.98,0.1785,918.31,2271,1119.55,483.34,906.81,68.3,311.31,760.16,121.31,61.73,393.17
Negeri Sembilan,20-24,3716.56,0.1965,730.17,2402,675.05,347.13,683.58,104.34,266.95,419.67,94.41,103.64,291.61
Terengganu,20-24,3741.82,0.1427,534.03,2751,822.15,327.16,663.38,90.73,254.66,581.22,126.66,62.75,279.09
Kelantan,40-44,5250.22,0.173,908.17,2271,1055.05,549.9,942.24,66.0,327.8,807.44,128.59,78.15,386.88
Perlis,35-39,6282.98,0.1925,1209.69,2140,1003.72,694.48,1121.88,130.4,516.23,790.75,124.2,135.17,556.45
Kelantan,15-19,2659.62,0.0945,251.26,2271,790.28,275.66,522.0,36.74,147.81,370.62,69.57,27.03,168.64
Sarawak,50-54,3810.29,0.1455,554.33,2618,952.37,386.21,851.33,87.54,212.92,325.62,102.15,69.43,268.38
Negeri Sembilan,60-64,3962.9,0.1413,560.01,2402,788.97,383.45,805.23,116.36,298.37,463.28,102.98,108.74,335.52
Pulau Pinang,25-29,3134.73,0.0922,289.06,2250,698.55,195.59,1011.94,87.11,152.27,418.64,82.66,35.88,163.03
Terengganu,45-49,7673.68,0.1999,1534.14,2751,978.83,847.37,1666.49,186.21,260.3,600.7,249.4,239.64,1110.6
Sabah,45-49,4201.39,0.1561,655.67,2742,907.9,406.51,1068.24,76.62,280.77,389.08,105.0,46.53,265.08
Sarawak,45-49,6850.04,0.1998,1368.7,2618,1077.88,631.42,1563.44,150.94,467.63,661.0,142.24,198.57,588.23
W.P. Labuan,15-19,3595.92,0.1155,415.43,2816,788.93,306.25,1025.4,55.8,308.98,347.28,78.84,48.33,220.68
Pahang,25-29,5095.81,0.1676,854.15,2480,920.65,522.64,949.57,127.89,406.23,644.33,133.52,127.39,409.45
Negeri Sembilan,35-39,4771.92,0.1572,750.25,2402,832.45,449.66,900.28,125.66,372.8,604.56,115.77,165.99,454.5
Terengganu,50-54,5334.9,0.1811,966.06,2751,1066.3,470.18,881.01,116.95,349.45,810.88,182.5,96.4,395.17
Pulau Pinang,50-54,6300.9,0.1741,1097.26,2250,768.27,412.38,1528.92,139.78,418.9,1072.56,160.15,134.72,567.95
W.P. Labuan,60-64,4335.33,0.1439,623.93,2816,804.91,390.27,1205.48,66.61,369.24,446.65,83.86,67.46,276.91
Selangor,35-39,6175.18,0.1671,1031.67,2830,509.89,553.85,1455.95,125.86,472.83,1081.03,121.82,193.51,628.76
Johor,40-44,6223.94,0.1881,1170.76,2589,619.06,710.43,1590.92,199.04,219.22,355.01,133.9,223.0,1002.59
Perlis,40-44,8209.58,0.1991,1634.27,2140,1024.76,1182.71,1734.15,177.37,314.33,497.64,184.66,233.75,1225.94
Pulau Pinang,20-24,4704.74,0.1436,675.53,2250,580.24,315.41,1217.23,114.25,325.35,815.7,123.4,99.0,438.62
Sarawak,55-59,4526.41,0.1536,695.15,2618,980.64,473.17,978.12,106.87,293.65,419.09,120.21,104.9,354.61
Perak,20-24,2452.52,0.0624,153.07,2297,649.3,250.1,531.87,69.17,163.38,307.21,86.84,39.61,201.97
Sarawak,20-24,5548.01,0.1776,985.19,2618,712.6,668.23,1542.14,121.18,185.82,250.76,129.94,198.45,753.71
Perak,25-29,3496.32,0.1427,498.88,2297,779.9,312.31,707.82,93.36,233.06,430.63,108.66,53.24,278.47
Sabah,35-39,4970.15,0.1645,817.84,2742,955.13,453.91,1351.32,90.9,334.64,450.29,115.2,58.05,342.87
Kelantan,60-64,4355.53,0.1653,720.12,2271,962.12,440.01,737.73,55.36,270.36,699.47,101.54,50.6,318.21
Terengganu,30-34,4343.71,0.1565,679.98,2751,857.78,368.96,785.01,102.92,285.36,688.91,151.05,81.57,342.18
Kedah,40-44,3418.96,0.1456,497.78,2627,1144.59,296.18,709.89,85.76,160.91,242.19,119.02,30.32,132.32
Johor,45-49,2833.64,0.0774,219.42,2589,699.34,281.98,779.1,107.53,162.55,281.09,72.83,42.2,187.6
Perak,60-64,3074.5,0.1993,612.76,2297,900.75,189.4,691.16,80.08,131.5,235.92,78.41,26.43,128.11
Pahang,50-54,4365.32,0.1546,675.01,2480,939.91,410.18,843.27,105.27,337.55,523.73,120.08,96.07,314.24
Perak,40-44,5592.47,0.1805,1009.3,2297,987.42,495.11,1129.28,145.82,376.41,725.99,164.75,117.95,440.46
Perlis,15-19,4993.73,0.1746,872.02,2140,969.0,564.54,853.4,106.55,362.44,629.93,117.74,86.53,431.57
Negeri Sembilan,20-24,4686.31,0.1505,705.44,2402,751.96,482.49,907.14,125.57,383.75,612.72,118.14,181.24,417.86
Selangor,15-19,2865.39,0.1267,362.9,2830,509.71,250.61,786.45,69.07,170.03,417.35,70.31,40.97,187.99
W.P. Putrajaya,50-54,4150.34,0.091,377.61,2450,611.52,50.16,1726.82,104.42,304.68,507.5,108.71,95.35,263.57
W.P. Putrajaya,35-39,7809.97,0.1607,1255.03,2450,441.84,112.76,3041.96,170.96,363.38,598.34,188.94,479.78,1156.99
Melaka,40-44,7019.57,0.193,1354.98,2670,833.39,814.6,1182.5,219.12,530.5,906.53,212.97,294.87,670.11
Pahang,35-39,4023.45,0.1432,576.21,2480,844.25,377.52,769.03,100.14,328.67,501.45,109.43,101.7,315.05
Johor,60-64,3591.01,0.1963,704.89,2589,730.05,334.94,792.51,116.95,195.62,328.62,89.23,55.95,242.26
Pahang,45-49,2918.96,0.0938,273.81,2480,837.12,274.64,680.21,73.84,179.87,302.17,78.82,46.44,172.03
W.P. Kuala Lumpur,15-19,2535.4,0.0478,121.18,2816,414.95,235.33,890.89,56.9,140.77,380.33,46.38,49.58,199.09
W.P. Labuan,25-29,2986.75,0.0664,198.29,2816,913.31,203.77,1040.17,50.96,179.36,217.74,52.92,24.26,105.96
Sarawak,45-49,4141.83,0.1428,591.41,2618,915.55,410.8,976.58,93.49,257.12,369.21,113.92,94.44,319.31
Selangor,50-54,6366.68,0.1699,1081.91,2830,606.23,580.08,1547.67,127.26,458.88,1085.87,145.79,174.4,558.59
Sarawak,45-49,4516.76,0.1598,721.71,2618,1062.8,434.0,996.52,103.48,284.75,389.3,120.62,87.76,315.83
Perlis,50-54,3197.72,0.1948,622.99,2140,899.66,305.12,582.82,65.41,173.31,273.91,73.94,28.73,171.82
Pahang,40-44,6364.89,0.1999,1272.18,2480,734.11,740.23,1444.31,152.34,257.67,399.25,156.3,266.22,942.28
Sabah,15-19,6571.74,0.1953,1283.6,2742,746.52,747.61,2061.95,118.81,216.02,297.27,151.8,122.2,825.95
Selangor,40-44,4696.94,0.1466,688.68,2830,504.64,426.87,1176.29,107.07,342.27,790.52,114.43,112.7,433.49
Kedah,40-44,3821.9,0.1575,601.9,2627,1213.82,334.31,814.65,99.61,171.5,277.47,128.47,33.49,146.68
Terengganu,20-24,2306.28,0.0432,99.55,2751,819.21,164.28,580.59,64.09,114.48,261.13,76.13,25.32,101.49
Kelantan,30-34,7613.19,0.1918,1459.94,2271,1090.43,1066.04,1600.23,101.4,243.96,628.85,170.15,161.02,1091.16
Perlis,50-54,5289.84,0.1781,942.38,2140,913.55,637.43,965.87,114.81,403.76,665.59,125.29,107.56,413.59
Perlis,40-44,4509.52,0.1653,745.36,2140,978.55,502.41,778.3,98.17,327.82,533.95,116.45,73.9,354.6
W.P. Kuala Lumpur,15-19,2774.57,0.0411,113.98,2816,439.69,274.2,1010.11,61.62,163.92,411.69,47.69,51.79,199.88
Pulau Pinang,35-39,4610.12,0.1452,669.48,2250,633.91,327.93,1176.24,103.86,297.73,815.09,129.7,77.3,378.88
Perlis,20-24,5519.29,0.1896,1046.46,2140,1011.47,623.4,963.27,113.32,412.15,668.49,135.59,104.98,440.15
Selangor,20-24,3270.21,0.0716,234.21,2830,555.11,332.89,886.08,81.49,229.48,530.82,91.59,64.24,264.31
Terengganu,45-49,5598.75,0.1894,1060.23,2751,954.05,492.85,1027.75,124.64,373.0,870.88,175.41,121.0,398.95
Negeri Sembilan,20-24,5227.31,0.1612,842.57,2402,791.15,502.29,1060.71,143.07,387.91,661.79,132.75,210.71,494.35
W.P. Labuan,30-34,2904.13,0.1227,356.48,2816,813.4,184.64,1002.43,44.43,157.92,188.13,44.87,22.85,88.99
Kelantan,30-34,3960.22,0.1504,595.62,2271,925.71,405.66,685.79,52.85,251.91,605.19,95.54,47.93,294.0
Sarawak,30-34,4576.05,0.1555,711.56,2618,977.2,454.35,1028.88,106.03,304.86,412.63,117.09,100.22,363.22
W.P. Labuan,15-19,2937.01,0.066,193.93,2816,892.66,192.55,1062.17,49.58,163.56,207.28,52.05,22.69,100.53
Johor,15-19,3578.65,0.1965,703.2,2589,598.95,334.34,716.14,111.46,241.5,409.56,86.46,76.44,300.6
Negeri Sembilan,55-59,4927.75,0.1505,741.79,2402,977.58,488.1,962.02,143.21,345.66,575.35,131.83,143.51,418.71
Negeri Sembilan,25-29,2894.09,0.0863,249.71,2402,859.67,224.61,774.46,97.27,157.62,254.31,68.05,53.28,155.12
Kedah,20-24,3282.81,0.1935,635.37,2627,789.12,352.51,575.89,75.08,191.75,295.09,133.75,39.51,194.74
Sarawak,20-24,3493.57,0.1945,679.5,2618,743.15,314.09,753.89,76.28,217.59,301.94,89.34,71.32,246.45
Sabah,50-54,4895.21,0.1689,826.94,2742,1025.73,441.28,1279.13,88.11,313.14,437.23,114.92,52.13,316.59
Perak,55-59,4448.21,0.1594,709.1,2297,937.36,404.43,853.6,115.55,286.93,568.37,132.65,76.65,363.58
Terengganu,35-39,2896.77,0.1148,332.55,2751,867.39,239.2,580.59,71.67,146.63,365.47,104.12,31.31,157.84
Terengganu,35-39,4465.49,0.1669,745.14,2751,975.67,384.97,772.09,104.2,294.21,669.4,144.46,74.66,300.7
Pulau Pinang,20-24,3081.38,0.0987,304.24,2250,553.97,242.46,836.88,79.78,179.56,496.62,102.87,51.67,233.31
Sabah,35-39,4138.95,0.1463,605.62,2742,922.13,398.92,1106.87,76.18,264.68,359.2,109.88,37.44,258.05
Melaka,50-54,5178.06,0.1669,864.14,2670,745.74,605.8,891.5,168.46,376.53,677.09,193.98,167.35,487.47
Sarawak,15-19,2177.6,0.0367,79.85,2618,797.36,171.82,635.49,58.68,104.91,151.97,52.72,29.39,95.41
Perak,20-24,3041.25,0.1983,603.16,2297,744.52,260.12,576.73,79.08,156.91,293.01,91.77,37.48,198.46
Selangor,20-24,4682.78,0.1461,683.98,2830,569.18,430.97,1133.85,106.34,350.67,789.45,110.06,110.26,398.03
Kelantan,45-49,4783.1,0.1661,794.28,2271,1025.87,473.58,807.09,65.49,314.79,753.05,113.86,62.2,372.9
Pahang,40-44,4504.04,0.1548,697.2,2480,735.29,465.24,911.36,107.77,373.1,557.97,123.64,144.2,388.28
Terengganu,35-39,4408.6,0.1651,727.8,2751,835.25,379.08,787.94,101.82,305.27,706.94,145.88,79.51,339.11
Johor,35-39,5884.25,0.1716,1009.76,2589,560.21,723.35,1582.33,190.31,211.28,342.61,133.87,211.78,918.77
Terengganu,35-39,3027.96,0.1997,604.63,2751,853.62,228.88,535.39,65.6,137.2,337.24,92.46,29.43,143.48
Kelantan,20-24,3183.6,0.1998,636.22,2271,789.69,305.05,523.1,40.82,166.8,405.13,77.83,29.13,209.82
Perak,40-44,4520.53,0.1671,755.38,2297,909.04,378.05,883.84,114.85,314.36,540.31,141.53,82.19,400.99
Johor,35-39,4314.11,0.1556,671.3,2589,778.95,398.94,934.02,149.23,308.62,501.07,111.59,94.45,365.93
Johor,55-59,3472.97,0.1982,688.51,2589,771.68,285.76,796.28,113.97,174.97,310.06,84.82,47.71,199.22
Perlis,25-29,3375.31,0.1957,660.51,2140,738.85,380.1,549.23,69.83,220.9,380.88,83.75,48.8,242.45
Kelantan,55-59,3895.35,0.1561,608.2,2271,1103.11,394.15,670.29,50.81,201.97,499.24,93.28,36.57,237.73
W.P. Kuala Lumpur,25-29,5147.44,0.1966,1011.96,2816,503.62,434.51,1508.8,98.92,294.69,723.76,67.38,107.15,396.66
Selangor,60-64,3194.54,0.0764,243.97,2830,561.44,317.89,962.72,78.49,196.34,466.7,80.43,51.46,235.1
Sabah,50-54,5021.18,0.1643,824.94,2742,979.76,476.94,1284.55,93.93,345.41,479.6,122.41,60.94,352.71
Kelantan,55-59,6289.32,0.192,1207.61,2271,1100.19,628.04,1043.79,75.19,430.85,1051.77,123.27,101.82,526.8
Terengganu,50-54,7905.19,0.1939,1532.74,2751,1220.47,642.53,1411.25,182.0,561.68,1322.56,215.82,179.55,636.6
Negeri Sembilan,40-44,3026.66,0.0961,290.75,2402,867.45,235.71,814.07,99.44,166.09,266.07,69.55,57.05,160.46
W.P. Labuan,15-19,3462.01,0.1042,360.57,2816,725.31,304.58,1052.49,57.73,287.39,345.87,73.34,50.77,203.96
Terengganu,20-24,3678.08,0.1457,535.72,2751,870.05,327.05,631.9,84.14,235.31,541.69,138.57,56.81,256.83
Kedah,60-64,3236.05,0.1932,625.35,2627,925.48,320.58,580.32,74.2,157.49,250.34,119.3,28.54,154.45
Negeri Sembilan,55-59,5043.22,0.1555,784.41,2402,1019.09,463.22,974.03,140.02,363.05,589.9,133.83,136.81,438.87
Perak,20-24,5379.76,0.1745,939.03,2297,869.98,487.8,1049.33,137.05,391.41,738.14,140.48,131.91,494.64
W.P. Labuan,20-24,2638.19,0.0419,110.66,2816,797.37,228.2,854.78,44.62,177.69,218.96,55.86,24.83,125.21
W.P. Kuala Lumpur,60-64,5876.96,0.1424,836.62,2816,657.31,518.99,1818.44,111.22,350.2,880.12,87.61,122.39,494.06
Pahang,35-39,3595.1,0.1942,698.21,2480,850.92,317.42,693.12,85.82,220.99,347.9,97.59,61.41,221.73
Perak,25-29,5989.03,0.1948,1166.73,2297,941.82,521.27,1208.03,152.0,394.86,767.45,153.12,138.91,544.85
Selangor,45-49,4940.99,0.1438,710.52,2830,623.81,460.24,1191.75,107.42,367.39,805.61,128.94,105.74,439.57
W.P. Labuan,55-59,4767.3,0.144,686.31,2816,908.09,405.89,1372.4,68.37,381.16,466.04,93.04,73.43,312.58
Selangor,40-44,7454.79,0.1846,1375.97,2830,484.29,876.78,2035.41,153.31,265.15,662.7,154.4,288.97,1157.8
Pulau Pinang,25-29,4698.02,0.1446,679.45,2250,533.61,352.97,1143.78,107.79,328.31,914.44,123.87,117.54,396.26
Perak,30-34,4597.88,0.1644,755.91,2297,896.89,419.1,901.74,119.64,299.98,603.29,143.95,77.5,379.89
Kelantan,55-59,3424.46,0.1482,507.48,2271,1064.4,317.66,654.18,43.45,163.65,380.49,81.58,24.94,186.64
Negeri Sembilan,35-39,3994.95,0.1459,582.82,2402,843.44,379.02,844.82,108.26,271.11,415.6,108.07,104.39,337.41
Melaka,50-54,5706.55,0.1775,1012.83,2670,788.14,680.55,1001.15,174.05,390.29,728.56,202.52,209.45,519.0
Pulau Pinang,60-64,6123.23,0.177,1083.54,2250,493.01,534.33,1805.76,141.64,207.01,548.47,157.65,199.61,952.21
Sarawak,40-44,5778.09,0.1713,989.99,2618,918.82,557.09,1367.52,129.28,422.97,586.38,128.83,177.62,499.6
Perak,40-44,5687.22,0.1874,1065.57,2297,1097.59,497.49,1071.62,143.5,361.38,704.88,165.28,96.93,482.98
Perlis,35-39,3089.49,0.1904,588.16,2140,952.62,254.48,609.6,70.99,147.47,246.61,62.4,25.54,131.63
W.P. Labuan,60-64,3606.26,0.1125,405.76,2816,786.77,311.27,1065.45,59.96,277.33,370.5,79.72,45.47,204.04
Kelantan,50-54,3776.11,0.1469,554.67,2271,1290.79,283.05,793.14,53.22,163.21,382.78,76.04,25.59,153.62
Johor,50-54,3812.35,0.146,556.55,2589,797.19,379.71,909.65,133.83,214.04,371.19,108.35,65.84,275.99
Pulau Pinang,40-44,3815.81,0.1985,757.35,2250,544.06,271.71,886.06,87.75,211.56,609.39,103.12,57.87,286.95
Negeri Sembilan,55-59,4551.93,0.157,714.75,2402,953.37,443.38,884.96,125.14,307.35,504.02,122.0,118.32,378.64
Perak,25-29,3188.07,0.1986,633.14,2297,953.12,207.08,685.65,87.83,135.53,241.41,79.28,28.59,136.44
Perak,55-59,6845.74,0.1999,1368.38,2297,873.87,760.75,1661.41,169.55,237.31,403.48,189.07,198.72,983.19
Perlis,15-19,4133.19,0.1581,653.37,2140,839.28,505.78,704.16,90.94,310.3,510.87,109.76,72.85,335.89
